,Cerebellum,Cortex,Gonadal,Hippocampus,Liver,Striatum,Cerebellum_values,Cortex_values,Gonadal_values,Hippocampus_values,Liver_values,Striatum_values
ENSMUSG00000097451,0,0,1,0,0,1,0.0,0.0,0.9642857142857145,0.0,0.0,0.8999999999999998
ENSMUSG00000097471,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000097640,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000097667,0,0,1,0,0,1,0.0,0.0,-0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000097692,0,0,1,0,0,1,0.0,0.0,0.9285714285714288,0.0,0.0,0.8999999999999998
ENSMUSG00000097820,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000097904,0,0,1,0,0,1,0.0,0.0,0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000098021,0,0,1,0,0,1,0.0,0.0,-0.8214285714285715,0.0,0.0,0.8999999999999998
ENSMUSG00000098141,0,0,1,0,0,1,0.0,0.0,-0.8571428571428573,0.0,0.0,0.9999999999999999
ENSMUSG00000098172,0,0,1,0,0,1,0.0,0.0,0.8017837257372733,0.0,0.0,0.8999999999999998
ENSMUSG00000098552,0,0,1,0,0,1,0.0,0.0,0.8571428571428573,0.0,0.0,0.8999999999999998
