,Cerebellum,Cortex,Gonadal,Hippocampus,Liver,Striatum,Cerebellum_values,Cortex_values,Gonadal_values,Hippocampus_values,Liver_values,Striatum_values
ENSMUSG00000048655,1,0,0,1,0,0,-0.8571428571428572,0.0,0.0,-0.8214285714285715,0.0,0.0
ENSMUSG00000048707,1,0,0,1,0,0,-0.9047619047619048,0.0,0.0,0.8214285714285715,0.0,0.0
ENSMUSG00000049252,1,0,0,0,0,1,0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000049493,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000049606,1,0,1,0,0,0,0.8571428571428572,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000049799,1,0,1,0,0,0,-0.8571428571428572,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000049871,1,0,0,1,0,0,-0.9047619047619048,0.0,0.0,-0.8571428571428573,0.0,0.0
ENSMUSG00000050063,1,0,0,1,0,0,-0.9523809523809524,0.0,0.0,0.9642857142857145,0.0,0.0
ENSMUSG00000050270,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000050271,1,0,1,0,0,0,-0.8095238095238096,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000050747,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000051029,1,0,1,0,0,1,-0.9047619047619048,0.0,0.8928571428571429,0.0,0.0,-0.8999999999999998
ENSMUSG00000051041,1,0,0,1,0,1,-0.880952380952381,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000051262,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000051359,1,0,1,0,0,0,0.8571428571428572,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000051617,1,0,0,1,0,1,-0.8095238095238096,0.0,0.0,-0.8214285714285715,0.0,-0.8999999999999998
ENSMUSG00000051729,1,0,0,0,0,1,0.8095238095238096,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000052848,1,0,0,1,0,1,-0.8095238095238096,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000053093,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000054342,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000054434,1,0,1,0,0,0,-0.8571428571428572,0.0,-0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000054889,1,0,0,0,0,1,-0.9523809523809524,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000055078,1,0,0,1,0,0,-0.8333333333333335,0.0,0.0,-0.9642857142857145,0.0,0.0
ENSMUSG00000055368,1,0,1,0,0,0,-0.9285714285714287,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000056174,1,0,1,0,0,0,-0.8333333333333335,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000056185,1,0,0,1,0,0,0.9047619047619048,0.0,0.0,0.9285714285714288,0.0,0.0
ENSMUSG00000056752,1,0,1,0,0,1,-0.8333333333333335,0.0,0.8571428571428573,0.0,0.0,-0.8999999999999998
ENSMUSG00000057110,1,0,0,0,0,1,0.8095238095238096,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000057722,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000057751,1,0,1,0,0,0,-0.8333333333333335,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000057969,1,0,1,0,0,0,-0.880952380952381,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000058260,1,0,0,1,0,0,-0.880952380952381,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000058586,1,0,1,0,0,0,-0.8095238095238096,0.0,-0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000059244,1,0,1,0,0,1,-0.9761904761904763,0.0,-1.0,0.0,0.0,0.8999999999999998
ENSMUSG00000059645,1,0,0,0,0,1,-0.9285714285714287,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000060044,1,0,1,0,0,0,-0.8571428571428572,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000060284,1,0,0,1,0,0,-0.880952380952381,0.0,0.0,0.8214285714285715,0.0,0.0
ENSMUSG00000060512,1,0,1,1,0,0,0.8333333333333335,0.0,0.8214285714285715,0.8571428571428573,0.0,0.0
ENSMUSG00000060568,1,0,0,1,0,0,0.9523809523809524,0.0,0.0,0.9285714285714288,0.0,0.0
ENSMUSG00000060572,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000060586,1,0,0,0,0,1,-0.9523809523809524,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000062257,1,0,1,0,0,0,-0.8333333333333335,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000062345,1,0,0,0,0,1,0.8095238095238096,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000063065,1,0,0,1,0,0,-0.880952380952381,0.0,0.0,0.8928571428571429,0.0,0.0
ENSMUSG00000063354,1,0,1,0,0,0,-0.9285714285714287,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000063382,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000063506,1,0,0,1,0,0,-0.8333333333333335,0.0,0.0,0.8214285714285715,0.0,0.0
ENSMUSG00000064210,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000066720,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000068617,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000068696,1,0,1,0,0,0,-0.8571428571428572,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000069662,1,0,0,0,0,1,0.9047619047619048,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000070687,1,0,0,1,0,0,-0.9047619047619048,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000071550,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000071591,1,0,0,0,0,1,0.880952380952381,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000071722,1,0,0,0,0,1,0.9523809523809524,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000071753,1,0,1,0,0,0,0.8571428571428572,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000072568,1,0,1,0,0,0,-0.8571428571428572,0.0,0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000072893,1,0,0,0,0,1,0.880952380952381,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000073018,1,0,0,0,0,1,-0.8571428571428572,0.0,0.0,0.0,0.0,-0.9999999999999999
ENSMUSG00000073532,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000073609,1,0,0,1,0,0,-0.8571428571428572,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000074060,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000074272,1,0,1,0,0,0,-0.8333333333333335,0.0,0.9285714285714288,0.0,0.0,0.0
ENSMUSG00000074881,1,0,0,0,0,1,0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000074934,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000074968,1,0,1,1,0,0,0.880952380952381,0.0,0.9285714285714288,-0.8571428571428573,0.0,0.0
ENSMUSG00000075569,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,-0.9999999999999999
ENSMUSG00000078486,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000079243,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000079560,1,0,0,1,0,0,-0.8095238095238096,0.0,0.0,0.9642857142857145,0.0,0.0
ENSMUSG00000079644,1,0,1,0,0,0,-0.8095238095238096,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000080283,1,0,1,0,0,0,-0.8383383833392812,0.0,0.9642857142857145,0.0,0.0,0.0
ENSMUSG00000080851,1,0,0,1,0,0,0.9047619047619048,0.0,0.0,0.9285714285714288,0.0,0.0
ENSMUSG00000081597,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000083832,1,0,0,1,0,0,-0.8095238095238096,0.0,0.0,0.8571428571428573,0.0,0.0
ENSMUSG00000084776,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000084846,1,0,0,1,0,0,-0.8095238095238096,0.0,0.0,-0.8214285714285715,0.0,0.0
ENSMUSG00000085069,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000085211,1,0,1,0,0,0,0.8333333333333335,0.0,-0.8928571428571429,0.0,0.0,0.0
ENSMUSG00000086158,1,0,0,0,0,1,-0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000086266,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000086443,1,0,0,0,0,1,-0.9047619047619048,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000086662,1,0,0,0,0,1,0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000086844,1,0,1,0,0,0,-0.9047619047619048,0.0,0.8571428571428573,0.0,0.0,0.0
ENSMUSG00000087390,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.9999999999999999
ENSMUSG00000087413,1,0,0,0,0,1,0.880952380952381,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000087691,1,0,1,0,0,0,-0.8333333333333335,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000089907,1,0,0,1,0,0,0.8333333333333335,0.0,0.0,0.9285714285714288,0.0,0.0
ENSMUSG00000090035,1,0,0,0,0,1,0.8333333333333335,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000090036,1,0,0,0,0,1,0.9132233209773138,0.0,0.0,0.0,0.0,0.8944271909999159
ENSMUSG00000091415,1,0,0,0,0,1,-0.880952380952381,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000091844,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000092187,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000092274,1,0,0,1,0,0,-0.8333333333333335,0.0,0.0,-0.9642857142857145,0.0,0.0
ENSMUSG00000094925,1,0,0,0,0,1,0.9047619047619048,0.0,0.0,0.0,0.0,-0.9746794344808963
ENSMUSG00000095187,1,0,0,1,0,0,0.8143858581010162,0.0,0.0,0.8468812149338255,0.0,0.0
ENSMUSG00000095990,1,0,1,0,0,0,-0.8571428571428572,0.0,0.8214285714285715,0.0,0.0,0.0
ENSMUSG00000096336,1,0,0,1,0,0,-0.8333333333333335,0.0,0.0,0.9642857142857145,0.0,0.0
ENSMUSG00000097040,1,0,0,0,0,1,0.9047619047619048,0.0,0.0,0.0,0.0,0.8999999999999998
ENSMUSG00000097075,1,0,0,1,0,1,-0.8095238095238096,0.0,0.0,-0.8571428571428573,0.0,-0.9999999999999999
ENSMUSG00000097286,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000098424,1,0,0,0,0,1,-0.8095238095238096,0.0,0.0,0.0,0.0,-0.8999999999999998
ENSMUSG00000001018,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000001729,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000001864,0,0,1,1,0,0,0.0,0.0,1.0,0.8928571428571429,0.0,0.0
ENSMUSG00000001924,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000002342,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000002396,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000002778,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000002844,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000002871,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000003623,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,-0.8999999999999998
ENSMUSG00000004098,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000004446,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000005198,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000005320,0,0,1,1,0,1,0.0,0.0,0.8214285714285715,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000005338,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8571428571428573,0.0,0.0
ENSMUSG00000005947,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,-0.9999999999999999
ENSMUSG00000006288,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000006720,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000010025,0,0,1,1,0,1,0.0,0.0,0.8928571428571429,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000015149,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000015568,0,0,0,1,0,1,0.0,0.0,0.0,-0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000015711,0,0,1,1,0,1,0.0,0.0,-0.8571428571428573,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000017721,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8214285714285715,0.0,0.0
ENSMUSG00000018387,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.9999999999999999
ENSMUSG00000019188,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.9999999999999999
ENSMUSG00000019843,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000019943,0,0,0,1,0,1,0.0,0.0,0.0,-0.8928571428571429,0.0,-0.9999999999999999
ENSMUSG00000019947,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8571428571428573,0.0,0.0
ENSMUSG00000020422,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,1.0,0.0,0.0
ENSMUSG00000020429,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,-0.8214285714285715,0.0,0.0
ENSMUSG00000020743,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000020810,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.9642857142857145,0.0,0.0
ENSMUSG00000020902,0,0,1,1,0,0,0.0,0.0,0.9285714285714288,0.8928571428571429,0.0,0.0
ENSMUSG00000021123,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.9999999999999999
ENSMUSG00000021719,0,0,0,1,0,1,0.0,0.0,0.0,-0.8214285714285715,0.0,-0.9999999999999999
ENSMUSG00000021933,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,-0.8999999999999998
ENSMUSG00000022026,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,-1.0,0.0,0.0
ENSMUSG00000022103,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8214285714285715,0.0,0.0
ENSMUSG00000022223,0,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.8999999999999998
ENSMUSG00000022303,0,0,1,1,0,0,0.0,0.0,0.9285714285714288,1.0,0.0,0.0
ENSMUSG00000022442,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000022471,0,0,0,1,0,1,0.0,0.0,0.0,-0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000022561,0,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.8999999999999998
ENSMUSG00000022711,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000023990,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000024187,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000024197,0,0,1,1,0,0,0.0,0.0,0.8928571428571429,0.8571428571428573,0.0,0.0
ENSMUSG00000024260,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000024413,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000024426,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000024853,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.9999999999999999
ENSMUSG00000024866,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000024979,0,0,1,1,0,0,0.0,0.0,-0.8214285714285715,-0.9285714285714288,0.0,0.0
ENSMUSG00000025007,0,0,1,1,0,0,0.0,0.0,0.9642857142857145,0.8214285714285715,0.0,0.0
ENSMUSG00000025025,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,-0.8999999999999998
ENSMUSG00000025231,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000025403,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000025786,0,0,1,1,0,0,0.0,0.0,0.9285714285714288,0.8928571428571429,0.0,0.0
ENSMUSG00000026147,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000026213,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000026341,0,0,0,1,0,1,0.0,0.0,0.0,-0.8571428571428573,0.0,-0.8999999999999998
ENSMUSG00000026442,0,0,1,1,0,0,0.0,0.0,0.8928571428571429,0.8214285714285715,0.0,0.0
ENSMUSG00000026553,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8571428571428573,0.0,0.0
ENSMUSG00000026566,0,0,1,1,0,0,0.0,0.0,0.9285714285714288,0.8214285714285715,0.0,0.0
ENSMUSG00000026687,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000026730,0,0,0,1,0,1,0.0,0.0,0.0,-0.8928571428571429,0.0,-0.8999999999999998
ENSMUSG00000026811,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8928571428571429,0.0,0.0
ENSMUSG00000027434,0,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.9999999999999999
ENSMUSG00000027573,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000027984,0,0,1,1,0,0,0.0,0.0,-0.8928571428571429,0.9642857142857145,0.0,0.0
ENSMUSG00000028031,0,0,0,1,0,1,0.0,0.0,0.0,-0.8571428571428573,0.0,-0.8999999999999998
ENSMUSG00000028051,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000028111,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000028161,0,0,0,1,0,1,0.0,0.0,0.0,-0.8214285714285715,0.0,-0.8999999999999998
ENSMUSG00000028184,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8214285714285715,0.0,0.0
ENSMUSG00000028645,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.9642857142857145,0.0,0.0
ENSMUSG00000028992,0,0,1,1,0,0,0.0,0.0,-0.9285714285714288,0.9285714285714288,0.0,0.0
ENSMUSG00000029470,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000029528,0,0,1,1,0,1,0.0,0.0,0.8571428571428573,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000029592,0,0,1,1,0,1,0.0,0.0,0.8214285714285715,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000030095,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000030223,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000030351,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8571428571428573,0.0,0.0
ENSMUSG00000030403,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.9999999999999999
ENSMUSG00000030701,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8928571428571429,0.0,0.0
ENSMUSG00000030720,0,0,1,1,0,0,0.0,0.0,0.9642857142857145,0.8571428571428573,0.0,0.0
ENSMUSG00000030890,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000031785,0,0,1,1,0,0,0.0,0.0,0.9285714285714288,0.9285714285714288,0.0,0.0
ENSMUSG00000031921,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000031924,0,0,0,1,0,1,0.0,0.0,0.0,-0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000031990,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.9642857142857145,0.0,0.0
ENSMUSG00000032268,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000032394,0,0,1,1,0,0,0.0,0.0,0.9285714285714288,0.9642857142857145,0.0,0.0
ENSMUSG00000032540,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000032763,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000033192,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000033768,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.9999999999999999
ENSMUSG00000034164,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8571428571428573,0.0,0.0
ENSMUSG00000034235,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8928571428571429,0.0,0.0
ENSMUSG00000034744,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
ENSMUSG00000034981,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000035441,0,0,1,1,0,0,0.0,0.0,0.8928571428571429,0.8214285714285715,0.0,0.0
ENSMUSG00000035580,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000036078,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000036362,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8571428571428573,0.0,0.0
ENSMUSG00000036644,0,0,1,1,0,0,0.0,0.0,0.9642857142857145,0.8928571428571429,0.0,0.0
ENSMUSG00000036986,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8571428571428573,0.0,0.0
ENSMUSG00000037370,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000037747,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000037813,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8928571428571429,0.0,0.0
ENSMUSG00000037924,0,0,1,1,0,0,0.0,0.0,0.8017837257372733,-0.9549937104572924,0.0,0.0
ENSMUSG00000037946,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8214285714285715,0.0,0.0
ENSMUSG00000038417,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,-0.8999999999999998
ENSMUSG00000038648,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.8928571428571429,0.0,0.0
ENSMUSG00000038712,0,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.8999999999999998
ENSMUSG00000039106,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000039179,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000039254,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000039294,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000039316,0,0,1,1,0,0,0.0,0.0,0.9642857142857145,0.8214285714285715,0.0,0.0
ENSMUSG00000039328,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.9999999999999999
ENSMUSG00000039546,0,0,1,1,0,0,0.0,0.0,0.8214285714285715,0.9642857142857145,0.0,0.0
ENSMUSG00000039601,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8571428571428573,0.0,0.0
ENSMUSG00000039661,0,0,0,1,0,1,0.0,0.0,0.0,0.8571428571428573,0.0,0.8999999999999998
ENSMUSG00000039887,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8571428571428573,0.0,0.0
ENSMUSG00000039989,0,0,0,1,0,1,0.0,0.0,0.0,0.9285714285714288,0.0,0.8999999999999998
ENSMUSG00000040165,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000040170,0,0,1,1,0,0,0.0,0.0,0.8571428571428573,0.8571428571428573,0.0,0.0
ENSMUSG00000040188,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000040576,0,0,0,1,0,1,0.0,0.0,0.0,-0.9642857142857145,0.0,-0.8720815992723809
ENSMUSG00000041037,0,0,0,1,0,1,0.0,0.0,0.0,0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000041202,0,0,0,1,0,1,0.0,0.0,0.0,-0.9642857142857145,0.0,0.8999999999999998
ENSMUSG00000041605,0,0,0,1,0,1,0.0,0.0,0.0,0.8214285714285715,0.0,0.8999999999999998
ENSMUSG00000041782,0,0,0,1,0,1,0.0,0.0,0.0,0.8928571428571429,0.0,0.8999999999999998
